                                                    Concept  PeriodEnd                                                                                                                                                                                                                                             Dims         Value
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                                                                                                                                   9.419300e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                                                                                                                                   8.882100e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                                                                                                                                   8.515900e+10
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                     srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.717000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                        us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember  8.928000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                        us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember  7.707000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                        us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember  6.350000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                        srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.891000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                        srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.738000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                        srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.458000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                               srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.743000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                               srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.529000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                               srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.230000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                  srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.634000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                  srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.267000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                  srt:ProductOrServiceAxis:jnj:ELECTROPHYSIOLOGYMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.688000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                  srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.393000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                  srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.213000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                  srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.066000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                         srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.580000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                         srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.840000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                         srt:ProductOrServiceAxis:jnj:AbiomedMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.400000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                            srt:ProductOrServiceAxis:jnj:AbiomedMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.751000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                            srt:ProductOrServiceAxis:jnj:AbiomedMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.496000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                            srt:ProductOrServiceAxis:jnj:AbiomedMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.306000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                     srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  8.970000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                     srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  4.420000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                            srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.490000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                            srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.220000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                               srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.146000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                               srt:ProductOrServiceAxis:jnj:ShockwaveMedicalInc.Member; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.640000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                      srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.240000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                      srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.200000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                      srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.090000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                             srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.730000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                             srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.600000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                             srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  2.470000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.970000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.800000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                srt:ProductOrServiceAxis:jnj:OtherCardiovascularMember; us-gaap:SubsegmentsAxis:jnj:CardiovascularMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.560000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.720000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.689000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.525000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.538000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.470000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                       srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  3.417000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  9.258000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  9.158000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                                                                                                          us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember  8.942000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.080000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  1.057000e+09
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2023-12-31                                                       srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:country:US; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  9.960000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2025-12-28                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.940000e+08
us-gaap:RevenueFromContractWithCustomerExcludingAssessedTax 2024-12-29                                              srt:ProductOrServiceAxis:jnj:HIPSMember; srt:StatementGeographicalAxis:us-gaap:NonUsMember; us-gaap:SubsegmentsAxis:jnj:OrthopaedicsMember; us-gaap:StatementBusinessSegmentsAxis:jnj:MedTechMember  5.810000e+08
